name,iso,id,country,admin_level,category,range_type,range,population_type,population,population_share,population_interval,population_interval_share
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3000,under_5,9731,15.88,2222,3.63
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3000,women_childbearing,13610,15.88,3108,3.63
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3600,adults,78880,23.23,24957,7.35
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3600,elderly,4453,23.22,1409,7.35
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3600,school_age,45166,23.23,14290,7.35
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3600,total,83980,23.23,26570,7.35
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3600,under_5,14235,23.23,4504,7.35
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3600,women_childbearing,19910,23.23,6300,7.35
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4200,adults,134345,39.56,55465,16.33
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4200,elderly,7585,39.56,3132,16.33
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4200,school_age,76926,39.56,31760,16.33
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4200,total,143033,39.56,59053,16.33
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4200,under_5,24246,39.56,10011,16.33
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4200,women_childbearing,33910,39.56,14000,16.33
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4800,adults,140953,41.51,6608,1.95
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4800,elderly,7958,41.5,373,1.95
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4800,school_age,80709,41.51,3783,1.95
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4800,total,150068,41.51,7035,1.95
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4800,under_5,25438,41.51,1192,1.94
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,4800,women_childbearing,35578,41.51,1668,1.95
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,5400,adults,152665,44.96,11712,3.45
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,5400,elderly,8619,44.95,661,3.45
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,5400,school_age,87415,44.96,6706,3.45
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,5400,total,162537,44.96,12469,3.45
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,5400,under_5,27552,44.95,2114,3.45
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,5400,women_childbearing,38534,44.95,2956,3.45
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6000,adults,159743,47.04,7078,2.08
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6000,elderly,9019,47.04,400,2.09
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6000,school_age,91468,47.04,4053,2.08
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6000,total,170073,47.04,7536,2.08
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6000,under_5,28830,47.04,1278,2.09
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6000,women_childbearing,40321,47.04,1787,2.08
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6600,adults,165351,48.69,5608,1.65
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6600,elderly,9335,48.69,316,1.65
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6600,school_age,94679,48.69,3211,1.65
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6600,total,176043,48.69,5970,1.65
